title_english,status,episodes,rating,rank,popularity,favorites,score,genres,themes,scored_by_members,is_ongoing,genre_list,action,adventure,avant garde,award winning,boys love,comedy,drama,ecchi,erotica,fantasy,girls love,gourmet,hentai,horror,mystery,romance,sci-fi,slice of life,sports,supernatural,suspense,unknown
True Cooking Master Boy,Finished Airing,12.0,PG-13 - Teens 13 or older,7562.0,6279,15,6.45,"comedy, gourmet",unknown,8495.5,0,"['comedy', 'gourmet']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,9589.0,6050,15,6.09,"action, adventure, fantasy, sci-fi",unknown,10311.5,0,"['action', 'adventure', 'fantasy', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,25.0,PG-13 - Teens 13 or older,4840.0,8713,15,6.92,"adventure, sports",unknown,4088.0,0,"['adventure', 'sports']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Those Years I Opened a Zoo,Finished Airing,13.0,PG-13 - Teens 13 or older,6190.0,9812,15,6.68,"comedy, slice of life",unknown,2474.0,0,"['comedy', 'slice of life']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gurazeni: Money Pitch,Finished Airing,12.0,PG-13 - Teens 13 or older,7904.0,6323,15,6.39,sports,"Adult Cast, Team Sports",8797.0,0,['sports'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,2.0,Rx - Hentai,4908.575358996018,10858,15,6.39,hentai,unknown,1900.5,0,['hentai'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Where the Wind Blows,Finished Airing,1.0,G - All Ages,4908.575358996018,10008,15,7.51,unknown,Music,2905.5,0,['unknown'],1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brave Witches: Petersburg Grand Strategy,Finished Airing,1.0,R+ - Mild Nudity,4541.0,6530,15,6.99,"action, sci-fi, ecchi",Military,7764.0,0,"['action', 'sci-fi', 'ecchi']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,5997.0,7036,15,6.7,"action, adventure, comedy, drama, romance, sci-fi",unknown,6790.5,0,"['action', 'adventure', 'comedy', 'drama', 'romance', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,R - 17+ (violence & profanity),8619.0,7993,15,6.27,action,unknown,4356.5,0,['action'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Defeat the Pirate Ganzack!,Finished Airing,1.0,PG-13 - Teens 13 or older,6018.0,3655,15,6.7,"action, adventure, fantasy",unknown,33783.5,0,"['action', 'adventure', 'fantasy']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dokkoida?!,Finished Airing,12.0,PG-13 - Teens 13 or older,5711.0,7962,15,6.75,"action, adventure, comedy, sci-fi",Parody,4793.5,0,"['action', 'adventure', 'comedy', 'sci-fi']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magical Play,Finished Airing,24.0,PG-13 - Teens 13 or older,8282.0,8868,15,6.32,"adventure, comedy, fantasy",unknown,3673.0,0,"['adventure', 'comedy', 'fantasy']",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yakitori: Soldiers of Misfortune,Finished Airing,6.0,R - 17+ (violence & profanity),7538.0,9106,15,6.46,"action, sci-fi","Military, Space",3710.5,0,"['action', 'sci-fi']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lupin the Third Part 6: The Times,Finished Airing,1.0,PG-13 - Teens 13 or older,2729.0,8019,15,7.33,"action, adventure, comedy, mystery",Adult Cast,5037.5,0,"['action', 'adventure', 'comedy', 'mystery']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,3.0,R - 17+ (violence & profanity),1983.0,4779,15,7.51,"action, adventure","Adult Cast, Historical, Military",18032.5,0,"['action', 'adventure']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Free! Dive to the Future Episode 0,Finished Airing,1.0,PG-13 - Teens 13 or older,1746.0,4761,15,7.57,comedy,School,17935.0,0,['comedy'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,2.0,Rx - Hentai,4908.575358996018,8361,15,6.18,hentai,unknown,4113.5,0,['hentai'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,2.0,Rx - Hentai,4908.575358996018,8138,15,6.53,hentai,unknown,4418.0,0,['hentai'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,12.0,PG-13 - Teens 13 or older,13313.0,5084,15,5.15,"action, adventure, sci-fi",Otaku Culture,13873.0,0,"['action', 'adventure', 'sci-fi']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,37.0,G - All Ages,7519.0,10630,15,6.45,"comedy, slice of life",unknown,2048.5,0,"['comedy', 'slice of life']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Qin's Moon: Hundred Steps Flying Sword,Finished Airing,10.0,PG-13 - Teens 13 or older,8370.0,9902,15,6.31,"action, fantasy","Historical, Martial Arts",2303.0,0,"['action', 'fantasy']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Genshin Impact: The Road Not Taken,Finished Airing,1.0,G - All Ages,894.0,10123,15,7.88,"drama, fantasy","Isekai, Music",2747.0,0,"['drama', 'fantasy']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unknown ,Currently Airing,9.0,Rx - Hentai,4908.575358996018,10184,15,7.05,hentai,School,2372.0,1,['hentai'],1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Detective Conan OVA 09: The Stranger in 10 Years...,Finished Airing,1.0,PG-13 - Teens 13 or older,845.0,5033,15,7.9,"adventure, comedy, mystery",Detective,16796.0,0,"['adventure', 'comedy', 'mystery']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,8.0,R+ - Mild Nudity,2489.0,10334,15,7.39,"drama, sci-fi",Racing,2401.5,0,"['drama', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Crayon Shin-chan: Serious Battle! Robot Dad Strikes Back,Finished Airing,1.0,G - All Ages,2111.0,7843,15,7.47,"award winning, comedy, sci-fi",unknown,5878.0,0,"['award winning', 'comedy', 'sci-fi']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sol Bianca: The Legacy,Finished Airing,6.0,R+ - Mild Nudity,8237.0,8299,15,6.33,"adventure, sci-fi","Mecha, Space",4445.0,0,"['adventure', 'sci-fi']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,4908.575358996018,8892,15,7.09,"drama, romance","Music, Visual Arts",4272.5,0,"['drama', 'romance']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,5212.0,4562,15,6.85,"comedy, fantasy, romance","Harem, Vampire",21066.5,0,"['comedy', 'fantasy', 'romance']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,5952.0,4796,15,6.71,girls love,School,19456.5,0,['girls love'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Currently Airing,9.0,G - All Ages,9254.0,11066,15,6.16,comedy,"Pets, Reincarnation",1569.5,1,['comedy'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,4.0,PG-13 - Teens 13 or older,5426.0,7317,15,6.81,"action, adventure, sci-fi",Space,5921.5,0,"['action', 'adventure', 'sci-fi']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Currently Airing,9.0,PG-13 - Teens 13 or older,5454.0,8899,15,6.8,"comedy, sci-fi",Space,2944.5,1,"['comedy', 'sci-fi']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,12.0,PG-13 - Teens 13 or older,6837.0,6780,15,6.56,"comedy, drama, romance",unknown,7358.0,0,"['comedy', 'drama', 'romance']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
raison d’etre,Finished Airing,1.0,PG-13 - Teens 13 or older,4908.575358996018,9198,15,7.56,unknown,Music,3936.5,0,['unknown'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,6.0,PG-13 - Teens 13 or older,7469.0,4599,15,6.46,"comedy, ecchi",unknown,18766.5,0,"['comedy', 'ecchi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unknown ,Finished Airing,6.0,Rx - Hentai,4908.575358996018,9994,15,6.33,hentai,unknown,2555.0,0,['hentai'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dropkick On My Devil! Episode 12,Finished Airing,1.0,PG-13 - Teens 13 or older,3535.0,4083,15,7.18,"comedy, supernatural","Gag Humor, Mythology",27400.5,0,"['comedy', 'supernatural']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chance Pop Session,Finished Airing,13.0,PG-13 - Teens 13 or older,7604.0,8270,15,6.44,"drama, slice of life","Idols (Female), Music",4303.0,0,"['drama', 'slice of life']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Your Magical Name is Rina Witch,Finished Airing,1.0,Rx - Hentai,4908.575358996018,7869,15,6.72,hentai,unknown,4844.0,0,['hentai'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
unknown ,Finished Airing,4.0,Rx - Hentai,4908.575358996018,9284,15,6.02,hentai,unknown,3286.0,0,['hentai'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Senior Brother Is Too Steady,Finished Airing,13.0,PG-13 - Teens 13 or older,1538.0,11377,15,7.63,"action, adventure, fantasy","Historical, Martial Arts",1733.5,0,"['action', 'adventure', 'fantasy']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,G - All Ages,4516.0,8765,15,6.99,comedy,Educational,3707.5,0,['comedy'],0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ninja Girl & Samurai Master 2nd,Finished Airing,26.0,PG-13 - Teens 13 or older,3648.0,6089,15,7.16,comedy,Historical,9758.0,0,['comedy'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lolita Anime,Finished Airing,6.0,Rx - Hentai,4908.575358996018,10297,15,5.37,hentai,unknown,2191.5,0,['hentai'],1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Doomsday with My Dog,Finished Airing,72.0,G - All Ages,7317.0,8152,15,6.49,"adventure, sci-fi, slice of life",Pets,4024.5,0,"['adventure', 'sci-fi', 'slice of life']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,3.0,Rx - Hentai,4908.575358996018,7765,15,6.31,"drama, hentai",unknown,5124.5,0,"['drama', 'hentai']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,2.0,Rx - Hentai,4908.575358996018,8635,15,6.55,hentai,unknown,3991.5,0,['hentai'],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Animation Runner Kuromi,Finished Airing,1.0,PG-13 - Teens 13 or older,4973.0,6609,15,6.89,"comedy, drama","Adult Cast, Otaku Culture, Parody",8294.0,0,"['comedy', 'drama']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,4393.0,6045,15,7.02,"comedy, supernatural",unknown,9251.5,0,"['comedy', 'supernatural']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Girls' Frontline 2,Finished Airing,12.0,PG-13 - Teens 13 or older,5240.0,11564,15,6.84,"comedy, sci-fi","Anthropomorphic, Military",1629.5,0,"['comedy', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teekyu 9,Finished Airing,12.0,PG-13 - Teens 13 or older,6892.0,5793,15,6.56,comedy,unknown,11554.5,0,['comedy'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Legend of Xianwu 2nd Season,Currently Airing,156.0,PG-13 - Teens 13 or older,2249.0,12119,15,7.44,"action, adventure, fantasy","Historical, Martial Arts",1274.5,1,"['action', 'adventure', 'fantasy']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,G - All Ages,4908.575358996018,7188,15,6.73,unknown,Music,6585.0,0,['unknown'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Super Robot Wars The Original Generation: The Divine Wars,Finished Airing,25.0,PG-13 - Teens 13 or older,5609.0,7300,15,6.77,"action, sci-fi",Mecha,6017.0,0,"['action', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Di Gi Charat: Winter Garden,Finished Airing,2.0,G - All Ages,7073.0,7302,15,6.52,"drama, romance",unknown,6384.5,0,"['drama', 'romance']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,2.0,G - All Ages,9805.0,4986,15,6.06,comedy,Parody,13833.0,0,['comedy'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
unknown ,Finished Airing,12.0,PG-13 - Teens 13 or older,5179.0,9312,15,6.85,comedy,"Parody, School",3086.5,0,['comedy'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Future Card Buddyfight X,Finished Airing,52.0,PG - Children,6667.0,8856,15,6.59,unknown,Strategy Game,4006.0,0,['unknown'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,Rx - Hentai,4908.575358996018,9906,15,5.94,hentai,unknown,2738.0,0,['hentai'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,2.0,Rx - Hentai,4908.575358996018,8424,15,6.22,hentai,unknown,4262.5,0,['hentai'],0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Crusher Joe: The Movie,Finished Airing,1.0,R+ - Mild Nudity,5039.0,6791,15,6.88,"action, adventure, sci-fi",Space,6848.5,0,"['action', 'adventure', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,4908.575358996018,9634,15,7.3,fantasy,"Idols (Female), Music",3347.0,0,['fantasy'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unknown ,Finished Airing,6.0,PG-13 - Teens 13 or older,3430.0,6220,15,7.2,"action, comedy, romance, sci-fi","Harem, Mecha",9774.5,0,"['action', 'comedy', 'romance', 'sci-fi']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Love City,Finished Airing,1.0,PG-13 - Teens 13 or older,11725.0,7604,15,5.68,"action, sci-fi",Super Power,5326.5,0,"['action', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galactic Cyclone Braiger,Finished Airing,39.0,PG-13 - Teens 13 or older,5681.0,10484,15,6.76,"action, adventure, sci-fi","Mecha, Space",2113.0,0,"['action', 'adventure', 'sci-fi']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,26.0,PG-13 - Teens 13 or older,4848.0,9757,15,6.92,"action, comedy, fantasy",Mecha,2861.5,0,"['action', 'comedy', 'fantasy']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,Rx - Hentai,4908.575358996018,10603,15,5.98,hentai,unknown,2191.5,0,['hentai'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,PG-13 - Teens 13 or older,10544.0,6657,15,5.92,"action, sci-fi",Mecha,7532.0,0,"['action', 'sci-fi']",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,12.0,PG-13 - Teens 13 or older,7284.0,6466,15,6.49,comedy,Anthropomorphic,8602.5,0,['comedy'],0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Towanoquon: The Return of the Invincible,Finished Airing,1.0,PG-13 - Teens 13 or older,2123.0,4000,15,7.47,"action, sci-fi",Super Power,27918.5,0,"['action', 'sci-fi']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,16.0,PG-13 - Teens 13 or older,2906.0,12339,15,7.3,"action, adventure, mystery","Historical, Martial Arts",1190.5,0,"['action', 'adventure', 'mystery']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Princess Jellyfish Specials,Finished Airing,4.0,PG-13 - Teens 13 or older,6830.0,5638,15,6.56,comedy,Visual Arts,11606.0,0,['comedy'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bomb Milk Sisters,Finished Airing,2.0,Rx - Hentai,4908.575358996018,9073,15,6.18,hentai,unknown,3392.0,0,['hentai'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Like the Clouds, Like the Wind",Finished Airing,1.0,G - All Ages,5642.0,7191,15,6.76,"adventure, drama, romance",Historical,6480.5,0,"['adventure', 'drama', 'romance']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,1.0,R - 17+ (violence & profanity),7376.0,7453,15,6.47,sci-fi,unknown,6159.0,0,['sci-fi'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,39.0,G - All Ages,3907.0,8688,15,7.12,"action, sci-fi",Mecha,3797.5,0,"['action', 'sci-fi']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nurse Witch Komugi R,Finished Airing,12.0,PG-13 - Teens 13 or older,10331.0,5964,15,5.96,"comedy, fantasy","Gag Humor, Idols (Female), Mahou Shoujo, Medical, Parody",9571.0,0,"['comedy', 'fantasy']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hakkenden: Legend of the Dog Warriors,Finished Airing,6.0,R - 17+ (violence & profanity),6875.0,6771,15,6.56,"action, adventure","Historical, Martial Arts, Mythology, Samurai",6609.0,0,"['action', 'adventure']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
unknown ,Finished Airing,13.0,PG-13 - Teens 13 or older,8578.0,5760,15,6.28,"adventure, sci-fi","Mecha, Space",10807.5,0,"['adventure', 'sci-fi']",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
